Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/22  20:00:00,134.56898873,7.8262737789,5.41550118538,0.0,80.527626,29.818365,20.78172739,11.8053101231,3.20568,5.77073726689
 11/22  21:00:00,130.404178931,7.82079587941,1.31500937594,0.0,80.527626,29.818365,28.539917828,19.5672767178,3.20568,5.76696111018
 11/22  22:00:00,55.6841278416,0.0,0.0,0.0,15.863942322,29.242365,8.97311377945,0.0,3.20568,5.76743377945
 11/22  23:00:00,55.5521024445,0.0,0.0,0.0,15.863942322,29.242365,6.0934422194,0.0,3.20568,2.8877622194
 11/22  24:00:00,56.2884381311,0.0,0.0,0.0,15.863942322,29.242365,6.09140397823,0.0,3.20568,2.88572397823
 11/23  01:00:00,55.5717709618,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  02:00:00,55.5694084743,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  03:00:00,55.5593556953,0.0,0.0,0.0,15.863942322,29.242365,6.08798474018,0.0,3.20568,2.88230474018
 11/23  04:00:00,55.5499694465,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  05:00:00,55.759212233,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  06:00:00,55.7425961172,0.0,0.0,0.0,15.863942322,29.242365,6.08792742971,0.0,3.20568,2.88224742971
 11/23  07:00:00,54.3236344993,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  08:00:00,47.1302186674,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  09:00:00,47.1644314226,0.0,0.0,0.0,15.863942322,29.242365,6.0891497859,0.0,3.20568,2.8834697859
 11/23  10:00:00,47.2369997005,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  11:00:00,47.3000124783,0.0,0.0,0.0,15.863942322,29.242365,6.08906552926,0.0,3.20568,2.88338552926
 11/23  12:00:00,48.0200475427,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  13:00:00,47.3549197251,0.0,0.0,0.0,15.863942322,29.242365,6.08916635099,0.0,3.20568,2.88348635099
 11/23  14:00:00,52.1430440526,0.502146890467,4.23355020325,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  15:00:00,58.769165849,1.23504982164,10.1085674752,0.0,15.863942322,29.242365,6.08743005027,0.0,3.20568,2.88175005027
 11/23  16:00:00,58.8553478822,1.24881111522,10.1925294345,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  17:00:00,52.2191103133,0.551497109796,4.36264447424,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  18:00:00,52.7919266672,0.145415745081,1.08106359705,0.0,15.863942322,29.242365,6.08793449152,0.0,3.20568,2.88225449152
 11/23  19:00:00,55.8100592545,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  20:00:00,56.0335294061,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  21:00:00,56.0188693163,0.0,0.0,0.0,15.863942322,29.242365,6.08787786174,0.0,3.20568,2.88219786174
 11/23  22:00:00,55.8687987785,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  23:00:00,55.676123594,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/23  24:00:00,56.3425750876,0.0,0.0,0.0,15.863942322,29.242365,6.08794610966,0.0,3.20568,2.88226610966
 11/24  01:00:00,55.6419628588,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/24  02:00:00,55.6301213501,0.0,0.0,0.0,15.863942322,29.242365,3.5216445753,0.0,3.20568,0.315964575301
 11/24  03:00:00,55.6177092743,0.0,0.0,0.0,15.863942322,29.242365,5.79301338595,0.0,3.20568,2.58733338595
 11/24  04:00:00,55.6148999041,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/24  05:00:00,56.7359206972,0.0,0.0,0.0,15.863942322,29.242365,6.08913786405,0.0,3.20568,2.88345786405
 11/24  06:00:00,56.5423524086,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/24  07:00:00,63.5767918778,7.82079587941,0.461575338122,0.0,15.863942322,29.818365,77.5558900063,71.4666898067,3.20568,2.88352019963
 11/24  08:00:00,126.294080388,7.82079587941,5.86165196063,0.0,80.527626,29.818365,37.0994261602,31.0071495264,3.20568,2.88659663384
 11/24  09:00:00,181.128372267,7.84550504551,15.315986028,0.0,80.527626,75.0917375,37.3667105503,4.66197026651,24.0426,8.66214028381
 11/24  10:00:00,191.139890422,8.287066216,24.8039021209,0.0,80.527626,75.0917375,35.6490513335,0.0,24.0426,11.6064513335
 11/24  11:00:00,208.891311767,9.14023079595,37.6264468914,0.0,80.527626,79.0911225,46.5713109411,0.0,32.0568,14.5145109411
 11/24  12:00:00,236.174509706,11.92349012,61.3513255836,0.0,80.527626,79.0911225,49.5061182286,0.00429858931816,32.0568,17.4450196393
 11/24  13:00:00,248.374396861,13.8001085187,72.3604746333,0.0,80.527626,79.0911225,49.5378029705,0.0110741742193,32.0568,17.4699287963
 11/24  14:00:00,249.577001368,14.4293725399,76.9173775856,0.0,80.527626,75.0917375,36.4730122475,0.0450456978563,16.0284,20.3995665497
 11/24  15:00:00,261.909560393,17.6184940449,86.0600114595,0.0,80.527626,75.0917375,27.6508368615,0.013249845078,16.0284,11.6091870165
 11/24  16:00:00,263.732367419,18.9358724576,88.5697665623,0.0,80.527626,73.092045,20.6584771326,0.0345218760902,3.20568,17.4182752565
 11/24  17:00:00,242.858932689,14.1122566273,72.5378767656,0.0,80.527626,73.092045,3.26648226864,0.040802268639,3.20568,0.02
 11/24  18:00:00,169.450413163,9.25382619655,43.1294223714,0.0,80.527626,29.818365,6.09220283796,0.0,3.20568,2.88652283796
 11/24  19:00:00,161.024478919,8.34295132939,31.3730300232,0.0,80.527626,29.818365,8.9693106632,0.0,3.20568,5.7636306632
 11/24  20:00:00,154.340374537,8.00152258257,25.0630919753,0.0,80.527626,29.818365,8.97624900998,0.0,3.20568,5.77056900998
 11/24  21:00:00,149.374646471,7.85456358744,20.285759143,0.0,80.527626,29.818365,8.97302510239,0.0,3.20568,5.76734510239
 11/24  22:00:00,55.6793793025,0.0,0.0,0.0,15.863942322,29.242365,8.97285386773,0.0,3.20568,5.76717386773
 11/24  23:00:00,55.7020771849,0.0,0.0,0.0,15.863942322,29.242365,6.09339151695,0.0,3.20568,2.88771151695
 11/24  24:00:00,56.4075536317,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  01:00:00,55.6857261527,0.0,0.0,0.0,15.863942322,29.242365,6.08793308,0.0,3.20568,2.88225308
 11/25  02:00:00,55.661216715,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  03:00:00,55.6470866134,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/25  04:00:00,55.6499926035,0.0,0.0,0.0,15.863942322,29.242365,6.08788612771,0.0,3.20568,2.88220612771
