Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/25  06:00:00,188.512716199,69.2143702138,0.0,0.0,43.513341876,53.238744,1163.37012489,1158.51586489,4.83426,0.02
 09/25  07:00:00,362.828521161,69.2143702138,0.0,0.0,220.879908,53.238744,957.813622524,917.647106185,4.83426,35.3322563391
 09/25  08:00:00,440.314178377,69.2143702138,0.0,0.0,220.879908,145.652643033,884.677449817,812.767784348,36.25695,35.6527154687
 09/25  09:00:00,440.300688126,69.2143702138,0.0,0.0,220.879908,145.652643033,719.261656417,628.781690734,36.25695,54.2230156833
 09/25  10:00:00,446.297352533,69.2282804539,0.0,0.0,220.879908,151.653867033,584.005412383,481.3503606,48.3426,54.3124517827
 09/25  11:00:00,447.708126635,69.701609215,0.0,0.0,220.879908,151.653867033,447.442417589,335.426144872,48.3426,63.673672717
 09/25  12:00:00,453.097498913,70.4331054646,5.47485490822,0.0,220.879908,151.653867033,347.852354079,235.590082907,48.3426,63.919671172
 09/25  13:00:00,458.456595375,71.5088807669,15.5450431453,0.0,220.879908,145.652643033,316.196601728,227.96392918,24.1713,64.0613725478
 09/25  14:00:00,469.139361909,72.953883475,24.6791657315,0.0,220.879908,145.652643033,282.412505063,203.995717914,24.1713,54.2454871489
 09/25  15:00:00,495.403735578,74.4743384563,56.9891369886,0.0,220.879908,137.835547516,176.282522143,117.078900132,4.83426,54.3693620112
 09/25  16:00:00,502.981116928,71.7460785055,72.2205660386,0.0,220.879908,133.019064,80.1676206241,30.4628452636,4.83426,44.8705153605
 09/25  17:00:00,384.109694864,69.8715537526,35.3094269375,0.0,220.879908,53.238744,140.468333616,89.1074836964,4.83426,46.5265899201
 09/25  18:00:00,368.590939543,69.5116412488,20.3445651613,0.0,220.879908,53.238744,172.993173973,115.722821526,4.83426,52.4360924465
 09/25  19:00:00,354.210169409,69.405358858,0.0,0.0,220.879908,53.238744,299.946277256,277.705819317,4.83426,17.4061979395
 09/25  20:00:00,366.100356452,69.3388875183,0.0,0.0,220.879908,53.238744,518.895552547,505.360583493,4.83426,8.70070905451
 09/25  21:00:00,117.84826278,0.0,0.0,0.0,43.513341876,52.539744,22.2145541455,0.0,4.83426,17.3802941455
 09/25  22:00:00,117.616999345,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/25  23:00:00,118.669442473,0.0,0.0,0.0,43.513341876,52.539744,13.4754569744,0.0,4.83426,8.64119697437
 09/25  24:00:00,117.752672406,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/26  01:00:00,117.756844278,0.0,0.0,0.0,43.513341876,52.539744,13.4579371897,0.0,4.83426,8.62367718968
 09/26  02:00:00,117.738170643,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/26  03:00:00,117.708849517,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/26  04:00:00,119.815529903,0.0,0.0,0.0,43.513341876,52.539744,13.4578656785,0.0,4.83426,8.62360567845
 09/26  05:00:00,119.446642561,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/26  06:00:00,188.978836038,69.2143702138,0.0,0.0,43.513341876,53.238744,1142.08130454,1137.22704454,4.83426,0.02
 09/26  07:00:00,362.881633596,69.2143702138,0.0,0.0,220.879908,53.238744,1045.27379851,1005.10515124,4.83426,35.3343872629
 09/26  08:00:00,440.407361017,69.2143702138,0.0,0.0,220.879908,145.652643033,956.37295426,884.466248482,36.25695,35.6497557776
 09/26  09:00:00,440.454226174,69.276055687,0.0,0.0,220.879908,145.652643033,850.880929598,760.396515389,36.25695,54.2274642084
 09/26  10:00:00,446.820539516,69.6986929558,0.0,0.0,220.879908,151.653867033,658.586265101,555.926631993,48.3426,54.3170331085
 09/26  11:00:00,447.934535068,69.9090546378,0.0,0.0,220.879908,151.653867033,459.128011425,347.111498225,48.3426,63.6739131995
 09/26  12:00:00,453.461041464,70.7379652955,5.52919717698,0.0,220.879908,151.653867033,342.269760438,230.009766686,48.3426,63.9173937515
 09/26  13:00:00,450.64710407,71.9840157102,7.39754016307,0.0,220.879908,145.652643033,331.189484275,242.950533896,24.1713,64.0676503785
 09/26  14:00:00,460.959623811,72.8719258391,16.6673380547,0.0,220.879908,145.652643033,294.244114685,215.82200047,24.1713,54.2508142146
 09/26  15:00:00,450.703228401,73.0308268944,14.1858139542,0.0,220.879908,137.835547516,234.526026171,175.314837684,4.83426,54.3769284867
 09/26  16:00:00,428.495558081,70.2840350387,0.0,0.0,220.879908,133.019064,153.034478712,103.337330456,4.83426,44.8628882559
 09/26  17:00:00,347.830168482,69.4138504397,0.0,0.0,220.879908,53.238744,244.977507873,186.309151066,4.83426,53.8340968071
 09/26  18:00:00,347.804670299,69.3935182733,0.0,0.0,220.879908,53.238744,262.095880711,212.169518091,4.83426,45.0921026194
 09/26  19:00:00,353.729402554,69.3686257777,0.0,0.0,220.879908,53.238744,327.435671787,305.195112793,4.83426,17.4062989934
 09/26  20:00:00,365.674012951,69.3447253135,0.0,0.0,220.879908,53.238744,427.487089758,413.953043952,4.83426,8.69978580656
 09/26  21:00:00,117.589295525,0.0,0.0,0.0,43.513341876,52.539744,22.2156183838,0.0,4.83426,17.3813583838
 09/26  22:00:00,117.688488128,0.0,0.0,0.0,43.513341876,52.539744,13.488816247,0.0,4.83426,8.654556247
 09/26  23:00:00,118.697563577,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/26  24:00:00,117.772371234,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/27  01:00:00,117.770888972,0.0,0.0,0.0,43.513341876,52.539744,13.4578486782,0.0,4.83426,8.62358867824
 09/27  02:00:00,117.773499035,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/27  03:00:00,117.813393096,0.0,0.0,0.0,43.513341876,52.539744,13.457781436,0.0,4.83426,8.62352143605
 09/27  04:00:00,118.260776789,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/27  05:00:00,118.224021076,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 09/27  06:00:00,188.019754042,69.2143702138,0.0,0.0,43.513341876,53.238744,562.07549385,548.617374863,4.83426,8.62385898733
 09/27  07:00:00,365.685045279,69.2143702138,0.0,0.0,220.879908,53.238744,491.66670174,460.325117245,4.83426,26.5073244952
 09/27  08:00:00,440.327759459,69.2998598388,0.0,0.0,220.879908,145.652643033,420.915400933,349.005243055,36.25695,35.6532078783
 09/27  09:00:00,440.817947468,69.7190040465,0.0,0.0,220.879908,145.652643033,408.190392404,317.697552552,36.25695,54.2358898518
 09/27  10:00:00,447.233914291,70.1252716343,0.0,0.0,220.879908,151.653867033,382.300903386,279.633300892,48.3426,54.3250024937
 09/27  11:00:00,457.692638652,70.5726849844,8.95759259581,0.0,220.879908,151.653867033,331.957692085,219.944167409,48.3426,63.670924676
 09/27  12:00:00,463.313378971,70.9197089177,15.0258907251,0.0,220.879908,151.653867033,313.628621609,201.363968186,48.3426,63.9220534236
 09/27  13:00:00,449.536554066,71.2395095626,7.02066108437,0.0,220.879908,145.652643033,335.988915033,247.753276378,24.1713,64.0643386552
 09/27  14:00:00,442.799106534,71.6444091428,0.0,0.0,220.879908,145.652643033,336.662791987,258.23167195,24.1713,54.2598200373
 09/27  15:00:00,459.843046973,72.0712534857,24.0866980422,0.0,220.879908,137.835547516,213.86286715,154.644981151,4.83426,54.3836259988
 09/27  16:00:00,471.762578636,69.8905154257,43.0400103267,0.0,220.879908,133.019064,88.5586059487,29.8886318759,4.83426,53.8357140728
 09/27  17:00:00,397.597320059,69.4183828696,49.0563000776,0.0,220.879908,53.238744,120.892137751,71.1882874591,4.83426,44.8695902922
 09/27  18:00:00,379.891377072,69.3832772778,31.6180547798,0.0,220.879908,53.238744,145.359237513,95.4460352382,4.83426,45.078942275
 09/27  19:00:00,383.316452781,69.374952741,28.64400601,0.0,220.879908,53.238744,119.642085086,97.4013895039,4.83426,17.4064355822
 09/27  20:00:00,406.208791841,69.3796975012,39.4631908009,0.0,220.879908,53.238744,105.325871029,91.792270185,4.83426,8.69934084352
 09/27  21:00:00,118.105913366,0.0,0.0,0.0,43.513341876,52.539744,22.2152904147,0.0,4.83426,17.3810304147
 09/27  22:00:00,117.858447067,0.0,0.0,0.0,43.513341876,52.539744,13.489121544,0.0,4.83426,8.65486154402
 09/27  23:00:00,118.789795601,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
