Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/01  04:00:00,102.456266558,18.1953159209,0.0,0.0,3.49369000822,9.08398230582,31.9880230078,29.6330230078,2.335,0.02
 11/01  05:00:00,95.8081992553,12.1302106139,0.0,0.0,3.49369000822,9.08398230582,27.8555987119,24.3562968861,2.335,1.16430182574
 11/01  06:00:00,156.520149773,47.523556342,0.0,0.0,13.9747600329,18.6919646116,429.895108619,425.205108619,4.67,0.02
 11/01  07:00:00,165.523693394,47.523556342,0.0,0.0,13.9747600329,18.6919646116,397.253505402,391.418910824,4.67,1.16459457798
 11/01  08:00:00,228.225026356,47.523556342,0.0,0.0,34.9369000822,32.3179380704,360.196652923,352.004152923,8.1725,0.02
 11/01  09:00:00,252.190558514,47.523556342,0.0,0.0,62.886420148,41.4019203762,312.956546644,301.28409965,10.5075,1.16494699394
 11/01  10:00:00,242.52388969,47.523556342,0.0,0.0,62.886420148,41.4019203762,289.615362388,277.942728208,10.5075,1.16513417982
 11/01  11:00:00,273.459166106,47.523556342,0.0,0.0,62.886420148,41.4019203762,269.342390383,256.523730748,10.5075,2.3111596353
 11/01  12:00:00,253.209265562,47.523556342,0.0,0.0,62.886420148,41.4019203762,242.804186465,229.985408702,10.5075,2.31127776213
 11/01  13:00:00,249.997167771,47.523556342,0.0,0.0,62.886420148,41.4019203762,217.295119918,205.621927446,10.5075,1.16569247194
 11/01  14:00:00,246.205783466,47.523556342,0.0,0.0,62.886420148,41.4019203762,209.227298441,197.554295534,10.5075,1.16550290716
 11/01  15:00:00,242.736573911,47.523556342,0.0,0.0,62.886420148,41.4019203762,202.145651938,189.327499054,10.5075,2.31065288437
 11/01  16:00:00,242.664149727,47.523556342,0.0,0.0,62.886420148,41.4019203762,199.196783392,187.524034904,10.5075,1.16524848811
