Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/15  10:00:00,594.102422126,15.5016154563,485.592950251,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  11:00:00,670.51322345,14.4503486999,562.019328372,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  12:00:00,628.389643443,15.6795776866,519.219824435,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  13:00:00,548.625773792,9.93703409318,446.592849008,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  14:00:00,745.92594298,30.7214188734,621.236222056,0.0,43.513341876,39.243024,13.4396356696,0.0,4.83426,8.60537566961
 07/15  15:00:00,677.853082043,35.3832301027,549.646288685,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  16:00:00,778.976166214,42.803831351,642.08829161,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  17:00:00,685.445603459,43.6599680621,549.047852018,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  18:00:00,752.197371797,42.6457290419,615.697147775,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  19:00:00,599.553724642,25.6338431441,481.024315579,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  20:00:00,638.407573557,21.1599318559,509.109303862,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  21:00:00,500.432840136,6.71262658936,384.233198394,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  22:00:00,410.676790745,2.80296947383,299.596595333,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/15  23:00:00,292.310552368,1.63055782838,182.809443774,0.0,43.513341876,39.243024,13.4413844311,0.0,4.83426,8.60712443111
 07/15  24:00:00,263.598261972,1.35246947788,155.48823266,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  01:00:00,243.682779461,1.11083639213,136.020448696,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  02:00:00,105.095437319,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  03:00:00,105.092381193,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  04:00:00,105.650319483,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  05:00:00,105.597664547,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  06:00:00,99.6114848532,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  07:00:00,87.5346678373,0.0,0.0,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  08:00:00,328.640604369,1.52877012316,236.971548447,0.0,43.513341876,39.243024,13.4450506697,0.0,4.83426,8.61079066969
 07/16  09:00:00,534.782940902,12.8228678428,428.91863446,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  10:00:00,647.289185716,18.5214529069,535.85327606,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  11:00:00,714.210556907,16.4370301234,603.264728974,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  12:00:00,586.84840396,18.1067942808,476.332959257,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  13:00:00,714.136237791,15.4294956862,605.042736898,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  14:00:00,709.07541313,41.494808568,574.504638242,0.0,43.513341876,39.243024,13.4413965457,0.0,4.83426,8.60713654567
 07/16  15:00:00,794.047566886,40.6064262083,659.733602983,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  16:00:00,704.282800897,50.1561160411,561.159942314,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  17:00:00,758.403761884,46.5626607922,618.362732622,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  18:00:00,671.064295625,42.7312382037,535.539770066,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  19:00:00,708.480618662,33.1127498356,581.580247955,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  20:00:00,578.960602583,15.5716734995,455.799503488,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  21:00:00,570.520702432,5.93131081564,454.137125534,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  22:00:00,458.624265416,3.09356914971,346.795251787,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
 07/16  23:00:00,375.625556358,2.20671834149,264.724246423,0.0,43.513341876,39.243024,13.4408636461,0.0,4.83426,8.60660364611
 07/16  24:00:00,324.482739238,1.82326250586,215.27472835,0.0,43.513341876,39.243024,4.85426,0.0,4.83426,0.02
